Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Switzerland,Import,40900,Natural honey,2014,Austria,2764.61,457199,Kg
Switzerland,Import,40900,Natural honey,2014,Italy,1373.41,177519,Kg
Switzerland,Import,40900,Natural honey,2014,Cuba,740.51,215500,Kg
Switzerland,Import,40900,Natural honey,2014,Chile,706.93,180903,Kg
Switzerland,Import,40900,Natural honey,2014,China,532.55,165419,Kg
Switzerland,Import,40900,Natural honey,2014,Hungary,506.09,75250,Kg
Switzerland,Import,40900,Natural honey,2014,Bulgaria,396.59,79645,Kg
Switzerland,Import,40900,Natural honey,2014,Spain,380.7,68030,Kg
Switzerland,Import,40900,Natural honey,2014,New Zealand,379.7,14547,Kg
Switzerland,Import,40900,Natural honey,2014,Brazil,361.35,89414,Kg
Switzerland,Import,40900,Natural honey,2014,Uruguay,284.87,77328,Kg
Switzerland,Import,40900,Natural honey,2014,Thailand,272.85,74210,Kg
Switzerland,Import,40900,Natural honey,2014,Guatemala,261.51,66900,Kg
Switzerland,Import,40900,Natural honey,2014,Romania,218.39,37789,Kg
Switzerland,Import,40900,Natural honey,2014,Belgium,199.01,62549,Kg
Switzerland,Import,40900,Natural honey,2014,El Salvador,166.39,42600,Kg
Switzerland,Import,40900,Natural honey,2014,Vietnam,78.23,20000,Kg
Switzerland,Import,40900,Natural honey,2014,"Serbia, FR(Serbia/Montenegro)",78.02,17005,Kg
Switzerland,Import,40900,Natural honey,2014,Lithuania,76.49,16433,Kg
Switzerland,Import,40900,Natural honey,2014,United Kingdom,59.69,3760,Kg
Switzerland,Import,40900,Natural honey,2014,Greece,57.34,4242,Kg
Switzerland,Import,40900,Natural honey,2014,Ireland,34.8,2331,Kg
Switzerland,Import,40900,Natural honey,2014,Turkey,34,4931,Kg
Switzerland,Import,40900,Natural honey,2014,Croatia,27.55,3163,Kg
Switzerland,Import,40900,Natural honey,2014,Portugal,24.51,2457,Kg
Switzerland,Import,40900,Natural honey,2014,Poland,23.49,3170,Kg
Switzerland,Import,40900,Natural honey,2014,Czech Republic,23.06,3574,Kg
Switzerland,Import,40900,Natural honey,2014,Zambia,16.75,997,Kg
Switzerland,Import,40900,Natural honey,2014,United States,12.98,1597.51,Kg
Switzerland,Import,40900,Natural honey,2014,South Africa,12.29,192,Kg
Switzerland,Import,40900,Natural honey,2014,Denmark,11.43,386,Kg
Switzerland,Import,40900,Natural honey,2014,Ukraine,4.26,800,Kg
Switzerland,Import,40900,Natural honey,2014,Israel,4.12,427,Kg
Switzerland,Import,40900,Natural honey,2014,Slovenia,3.85,323,Kg
Switzerland,Import,40900,Natural honey,2014,Tanzania,3.11,156,Kg
Switzerland,Import,40900,Natural honey,2014,India,2.49,252,Kg
Switzerland,Import,40900,Natural honey,2014,Russian Federation,2.26,211,Kg
Switzerland,Import,40900,Natural honey,2014,Armenia,1.91,98,Kg
Switzerland,Import,40900,Natural honey,2014,Netherlands,1.04,207,Kg
Switzerland,Import,40900,Natural honey,2014,Madagascar,0.85,84,Kg
Switzerland,Import,40900,Natural honey,2014,Saudi Arabia,0.57,11,Kg
Switzerland,Import,40900,Natural honey,2014,Canada,0.22,19,Kg
Switzerland,Import,40900,Natural honey,2014,Malaysia,0.12,23.9426,Kg
Switzerland,Import,40900,Natural honey,2014,Singapore,0.1,1,Kg
Switzerland,Import,40900,Natural honey,2014,Japan,0.05,9.49076,Kg
Switzerland,Import,40900,Natural honey,2014,North Macedonia,0.02,2,Kg
Switzerland,Import,40900,Natural honey,2014,Sri Lanka,0.01,2,Kg
Switzerland,Import,40900,Natural honey,2015, World,38941.03,8168970,Kg
Switzerland,Import,40900,Natural honey,2015,Mexico,11595.84,3043560,Kg
Switzerland,Import,40900,Natural honey,2015,Germany,11142.73,1904640,Kg
Switzerland,Import,40900,Natural honey,2015,Austria,2678.84,498095,Kg
Switzerland,Import,40900,Natural honey,2015,Argentina,2638.21,689181,Kg
Switzerland,Import,40900,Natural honey,2015,France,2598.95,263697,Kg
Switzerland,Import,40900,Natural honey,2015,Cuba,1471.68,430779,Kg
Switzerland,Import,40900,Natural honey,2015,Italy,1106.72,143734,Kg
Switzerland,Import,40900,Natural honey,2015,Chile,767.3,187346,Kg
Switzerland,Import,40900,Natural honey,2015,Brazil,558.69,130310,Kg
Switzerland,Import,40900,Natural honey,2015,Spain,534.56,114307,Kg
Switzerland,Import,40900,Natural honey,2015,Hungary,522.92,82310,Kg
Switzerland,Import,40900,Natural honey,2015,Uruguay,467.49,123022,Kg
Switzerland,Import,40900,Natural honey,2015,New Zealand,460.39,10620,Kg
Switzerland,Import,40900,Natural honey,2015,Bulgaria,393.48,79979,Kg
Switzerland,Import,40900,Natural honey,2015,Guatemala,352.63,95083,Kg
Switzerland,Import,40900,Natural honey,2015,Romania,263.19,51329,Kg
Switzerland,Import,40900,Natural honey,2015,China,232.64,68250,Kg
Switzerland,Import,40900,Natural honey,2015,Belgium,228.38,82464,Kg
Switzerland,Import,40900,Natural honey,2015,Thailand,170.52,48000,Kg
Switzerland,Import,40900,Natural honey,2015,Greece,134.14,15553,Kg
Switzerland,Import,40900,Natural honey,2015,Croatia,107.58,13986,Kg
Switzerland,Import,40900,Natural honey,2015,India,106.16,26102,Kg
Switzerland,Import,40900,Natural honey,2015,United Kingdom,78.21,4762,Kg
Switzerland,Import,40900,Natural honey,2015,Lithuania,61.34,15502,Kg
Switzerland,Import,40900,Natural honey,2015,Russian Federation,51.2,5991,Kg
Switzerland,Import,40900,Natural honey,2015,Poland,36.97,8690,Kg
Switzerland,Import,40900,Natural honey,2015,"Serbia, FR(Serbia/Montenegro)",36.95,9404,Kg
Switzerland,Import,40900,Natural honey,2015,Turkey,36.71,4878,Kg
Switzerland,Import,40900,Natural honey,2015,United States,26.29,5379,Kg
Switzerland,Import,40900,Natural honey,2015,Czech Republic,23.11,4695,Kg
Switzerland,Import,40900,Natural honey,2015,Slovenia,19.24,2190,Kg
Switzerland,Import,40900,Natural honey,2015,Portugal,11.17,1621,Kg
Switzerland,Import,40900,Natural honey,2015,South Africa,7.53,481,Kg
Switzerland,Import,40900,Natural honey,2015,Luxembourg,6.27,1240,Kg
Switzerland,Import,40900,Natural honey,2015,Armenia,5.63,447,Kg
Switzerland,Import,40900,Natural honey,2015,Ukraine,3.46,1000,Kg
Switzerland,Import,40900,Natural honey,2015,Netherlands,1.56,210,Kg
Switzerland,Import,40900,Natural honey,2015,Israel,0.65,46,Kg
Switzerland,Import,40900,Natural honey,2015,Madagascar,0.4,29,Kg
Switzerland,Import,40900,Natural honey,2015,Ireland,0.35,8,Kg
Switzerland,Import,40900,Natural honey,2015,Saudi Arabia,0.31,4,Kg
Switzerland,Import,40900,Natural honey,2015,Eritrea,0.26,10,Kg
Switzerland,Import,40900,Natural honey,2015,Denmark,0.15,11,Kg
Switzerland,Import,40900,Natural honey,2015,Sweden,0.06,13.5053,Kg
Switzerland,Import,40900,Natural honey,2015,Lebanon,0.06,1,Kg
Switzerland,Import,40900,Natural honey,2015,Morocco,0.05,12,Kg
Switzerland,Import,40900,Natural honey,2015,Latvia,0.03,3,Kg
Switzerland,Import,40900,Natural honey,2015,Vietnam,0.01,2,Kg
Switzerland,Import,40900,Natural honey,2015,Malaysia,0.01,1,Kg
Switzerland,Import,40900,Natural honey,2016, World,35434.36,7884400,Kg
Switzerland,Import,40900,Natural honey,2016,Germany,11458.17,1872960,Kg
Switzerland,Import,40900,Natural honey,2016,Mexico,7043.46,2231290,Kg
Switzerland,Import,40900,Natural honey,2016,Argentina,3094.81,1151360,Kg
Switzerland,Import,40900,Natural honey,2016,Austria,2901.48,530460,Kg
Switzerland,Import,40900,Natural honey,2016,France,2484.54,251667,Kg
Switzerland,Import,40900,Natural honey,2016,Cuba,1322.44,450929,Kg
Switzerland,Import,40900,Natural honey,2016,Italy,1030.68,128094,Kg
Switzerland,Import,40900,Natural honey,2016,New Zealand,769.73,14177,Kg
Switzerland,Import,40900,Natural honey,2016,Chile,742.88,197356,Kg
Switzerland,Import,40900,Natural honey,2016,Bulgaria,545.79,97270,Kg
Switzerland,Import,40900,Natural honey,2016,Guatemala,503.35,107972,Kg
Switzerland,Import,40900,Natural honey,2016,Brazil,453.28,114788,Kg
Switzerland,Import,40900,Natural honey,2016,Spain,411.62,73134,Kg
Switzerland,Import,40900,Natural honey,2016,Hungary,379.81,69657,Kg
Switzerland,Import,40900,Natural honey,2016,India,361.59,89013,Kg
Switzerland,Import,40900,Natural honey,2016,Uruguay,331.91,142931,Kg
Switzerland,Import,40900,Natural honey,2016,China,295.26,91662,Kg
Switzerland,Import,40900,Natural honey,2016,Belgium,252.08,82056,Kg
Switzerland,Import,40900,Natural honey,2016,"Serbia, FR(Serbia/Montenegro)",142,29351,Kg
Switzerland,Import,40900,Natural honey,2016,Thailand,132.66,37015,Kg
Switzerland,Import,40900,Natural honey,2016,Ukraine,127.52,25123,Kg
Switzerland,Import,40900,Natural honey,2016,Romania,115.55,24862,Kg
Switzerland,Import,40900,Natural honey,2016,Greece,105.38,11143,Kg
Switzerland,Import,40900,Natural honey,2016,Lithuania,99.07,10872,Kg
Switzerland,Import,40900,Natural honey,2016,Croatia,61.52,8155,Kg
Switzerland,Import,40900,Natural honey,2016,Turkey,48.09,4989,Kg
Switzerland,Import,40900,Natural honey,2016,United Kingdom,48.01,2652,Kg
Switzerland,Import,40900,Natural honey,2016,Canada,39.74,11645.8,Kg
Switzerland,Import,40900,Natural honey,2016,Luxembourg,30.79,7877,Kg
Switzerland,Import,40900,Natural honey,2016,Czech Republic,28.68,4925,Kg
Switzerland,Import,40900,Natural honey,2016,Slovenia,15.68,1983,Kg
Switzerland,Import,40900,Natural honey,2016,Portugal,13.97,1823,Kg
Switzerland,Import,40900,Natural honey,2016,United States,9.08,1424,Kg
Switzerland,Import,40900,Natural honey,2016,Armenia,8.98,658,Kg
Switzerland,Import,40900,Natural honey,2016,Australia,5.31,590,Kg
Switzerland,Import,40900,Natural honey,2016,Israel,3.62,248.258,Kg
Switzerland,Import,40900,Natural honey,2016,South Africa,3.17,165,Kg
Switzerland,Import,40900,Natural honey,2016,Poland,2.95,304,Kg
Switzerland,Import,40900,Natural honey,2016,Russian Federation,2.48,590,Kg
Switzerland,Import,40900,Natural honey,2016,Slovak Republic,2.45,276,Kg
Switzerland,Import,40900,Natural honey,2016,Cote d'Ivoire,2.15,585,Kg
Switzerland,Import,40900,Natural honey,2016,Netherlands,1.12,279,Kg
Switzerland,Import,40900,Natural honey,2016,United Arab Emirates,0.32,13.258,Kg
Switzerland,Import,40900,Natural honey,2016,Sweden,0.2,18,Kg
Switzerland,Import,40900,Natural honey,2016,Ecuador,0.2,12,Kg
Switzerland,Import,40900,Natural honey,2016,Madagascar,0.17,13,Kg
Switzerland,Import,40900,Natural honey,2016,Tunisia,0.14,2,Kg
Switzerland,Import,40900,Natural honey,2016,"Iran, Islamic Rep.",0.13,3,Kg
Switzerland,Import,40900,Natural honey,2016,Denmark,0.11,5,Kg
Switzerland,Import,40900,Natural honey,2016,Morocco,0.07,4,Kg
Switzerland,Import,40900,Natural honey,2016,Malaysia,0.05,1,Kg
Switzerland,Import,40900,Natural honey,2016,Albania,0.04,3,Kg
Switzerland,Import,40900,Natural honey,2016,Estonia,0.03,9,Kg
Switzerland,Import,40900,Natural honey,2016,"Egypt, Arab Rep.",0.02,12,Kg
Switzerland,Import,40900,Natural honey,2017, World,36617.03,8163090,Kg
Switzerland,Import,40900,Natural honey,2017,Germany,11732.53,1856950,Kg
Switzerland,Import,40900,Natural honey,2017,Mexico,6872.38,2210560,Kg
Switzerland,Import,40900,Natural honey,2017,Argentina,3722.28,1387480,Kg
Switzerland,Import,40900,Natural honey,2017,France,2878.91,294656,Kg
Switzerland,Import,40900,Natural honey,2017,Austria,2855.82,557459,Kg
Switzerland,Import,40900,Natural honey,2017,Cuba,1353.32,484180,Kg
Switzerland,Import,40900,Natural honey,2017,Italy,1161.36,138923,Kg
Switzerland,Import,40900,Natural honey,2017,New Zealand,853.54,13561.3,Kg
Switzerland,Import,40900,Natural honey,2017,Chile,786.83,238655,Kg
Switzerland,Import,40900,Natural honey,2017,Hungary,734.18,138563,Kg
Switzerland,Import,40900,Natural honey,2017,China,603.08,181347,Kg
Switzerland,Import,40900,Natural honey,2017,Bulgaria,497.49,83185,Kg
Switzerland,Import,40900,Natural honey,2017,Guatemala,476.44,126839,Kg
Switzerland,Import,40900,Natural honey,2017,Spain,431.29,77651,Kg
Switzerland,Import,40900,Natural honey,2017,Ukraine,219.02,57450,Kg
Switzerland,Import,40900,Natural honey,2017,Uruguay,217.78,79898,Kg
Switzerland,Import,40900,Natural honey,2017,Belgium,202.23,67557,Kg
Switzerland,Import,40900,Natural honey,2017,Greece,191.3,25485,Kg
Switzerland,Import,40900,Natural honey,2017,Netherlands,92.17,1853,Kg
Switzerland,Import,40900,Natural honey,2017,Thailand,87.15,26000,Kg
Switzerland,Import,40900,Natural honey,2017,Romania,80.77,21971,Kg
Switzerland,Import,40900,Natural honey,2017,United Kingdom,69.55,3936,Kg
Switzerland,Import,40900,Natural honey,2017,Canada,58.98,13038,Kg
Switzerland,Import,40900,Natural honey,2017,Luxembourg,53.47,14369,Kg
Switzerland,Import,40900,Natural honey,2017,Slovenia,53.09,6669,Kg
Switzerland,Import,40900,Natural honey,2017,"Serbia, FR(Serbia/Montenegro)",50.78,11009,Kg
Switzerland,Import,40900,Natural honey,2017,Poland,45.92,5531,Kg
Switzerland,Import,40900,Natural honey,2017,Turkey,44.94,4562,Kg
Switzerland,Import,40900,Natural honey,2017,Brazil,44.66,11908,Kg
Switzerland,Import,40900,Natural honey,2017,Croatia,33.21,4849,Kg
Switzerland,Import,40900,Natural honey,2017,Lithuania,27.64,6536,Kg
Switzerland,Import,40900,Natural honey,2017,Portugal,25.19,2757,Kg
Switzerland,Import,40900,Natural honey,2017,Czech Republic,20.96,4600,Kg
Switzerland,Import,40900,Natural honey,2017,United States,10.05,585,Kg
Switzerland,Import,40900,Natural honey,2017,Moldova,8.29,1098,Kg
Switzerland,Import,40900,Natural honey,2017,Israel,6.58,411,Kg
Switzerland,Import,40900,Natural honey,2017,Russian Federation,3.97,149,Kg
Switzerland,Import,40900,Natural honey,2017,Slovak Republic,3.44,419,Kg
Switzerland,Import,40900,Natural honey,2017,Australia,2.77,137.759,Kg
Switzerland,Import,40900,Natural honey,2017,Sweden,1.54,76.038,Kg
Switzerland,Import,40900,Natural honey,2017,Cyprus,1.2,151,Kg
Switzerland,Import,40900,Natural honey,2017,Denmark,0.54,36,Kg
Switzerland,Import,40900,Natural honey,2017,India,0.24,9.39662,Kg
Switzerland,Import,40900,Natural honey,2017,Malaysia,0.07,15.1715,Kg
Switzerland,Import,40900,Natural honey,2017,"Other Asia, nes",0.03,5,Kg
Switzerland,Import,40900,Natural honey,2017,Kenya,0.02,4.75526,Kg
Switzerland,Import,40900,Natural honey,2017,Finland,0.02,3,Kg
Switzerland,Import,40900,Natural honey,2017,Zambia,0.02,3.39662,Kg
Switzerland,Import,40900,Natural honey,2018, World,39753.03,8228760,Kg
Switzerland,Import,40900,Natural honey,2018,Germany,13464.84,2106000,Kg
Switzerland,Import,40900,Natural honey,2018,Mexico,7883.5,2193540,Kg
Switzerland,Import,40900,Natural honey,2018,Argentina,3845.13,1294430,Kg
Switzerland,Import,40900,Natural honey,2018,Austria,3125.2,568695,Kg
Switzerland,Import,40900,Natural honey,2018,France,2553.14,249297,Kg
Switzerland,Import,40900,Natural honey,2018,Cuba,1408.08,408147,Kg
Switzerland,Import,40900,Natural honey,2018,New Zealand,1022.8,17997,Kg
Switzerland,Import,40900,Natural honey,2018,Italy,987.28,101241,Kg
Switzerland,Import,40900,Natural honey,2018,Chile,819.2,233066,Kg
Switzerland,Import,40900,Natural honey,2018,Bulgaria,587.76,99441,Kg
Switzerland,Import,40900,Natural honey,2018,Hungary,547.19,91910,Kg
Switzerland,Import,40900,Natural honey,2018,Spain,492.36,75307,Kg
Switzerland,Import,40900,Natural honey,2018,China,476.02,129033,Kg
Switzerland,Import,40900,Natural honey,2018,Guatemala,467.11,124801,Kg
Switzerland,Import,40900,Natural honey,2018,Ukraine,462.28,139202,Kg
Switzerland,Import,40900,Natural honey,2018,Belgium,426.51,142920,Kg
Switzerland,Import,40900,Natural honey,2018,Uruguay,284.02,107741,Kg
Switzerland,Import,40900,Natural honey,2018,Greece,201.23,26950,Kg
Switzerland,Import,40900,Natural honey,2018,Croatia,94.23,12045,Kg
Switzerland,Import,40900,Natural honey,2018,"Serbia, FR(Serbia/Montenegro)",87.42,20515,Kg
Switzerland,Import,40900,Natural honey,2018,United Kingdom,86.5,3555.89,Kg
Switzerland,Import,40900,Natural honey,2018,Turkey,72.83,9915,Kg
Switzerland,Import,40900,Natural honey,2018,Romania,62.28,11338,Kg
Switzerland,Import,40900,Natural honey,2018,Denmark,57.79,20004,Kg
Switzerland,Import,40900,Natural honey,2018,Netherlands,54.49,12455,Kg
Switzerland,Import,40900,Natural honey,2018,Luxembourg,42.66,9779,Kg
Switzerland,Import,40900,Natural honey,2018,Poland,36.97,4920,Kg
Switzerland,Import,40900,Natural honey,2018,Portugal,23.08,2381,Kg
Switzerland,Import,40900,Natural honey,2018,India,20.2,4000,Kg
Switzerland,Import,40900,Natural honey,2018,United States,17.65,505,Kg
Switzerland,Import,40900,Natural honey,2018,Czech Republic,15.26,3543,Kg
Switzerland,Import,40900,Natural honey,2018,Slovenia,8.89,1000,Kg
Switzerland,Import,40900,Natural honey,2018,Lithuania,5.21,1185,Kg
Switzerland,Import,40900,Natural honey,2018,Madagascar,4.59,184,Kg
Switzerland,Import,40900,Natural honey,2018,Russian Federation,4.3,326,Kg
Switzerland,Import,40900,Natural honey,2018,Brazil,2.19,1302,Kg
Switzerland,Import,40900,Natural honey,2018,Bangladesh,1.51,26,Kg
Switzerland,Import,40900,Natural honey,2018,Slovak Republic,0.39,16,Kg
Switzerland,Import,40900,Natural honey,2018,Sweden,0.26,15.7742,Kg
Switzerland,Import,40900,Natural honey,2018,Cyprus,0.2,8,Kg
Switzerland,Import,40900,Natural honey,2018,United Arab Emirates,0.16,4,Kg
Switzerland,Import,40900,Natural honey,2018,Singapore,0.11,1,Kg
Switzerland,Import,40900,Natural honey,2018,Estonia,0.09,11,Kg
Switzerland,Import,40900,Natural honey,2018,Malaysia,0.08,2,Kg
Switzerland,Import,40900,Natural honey,2018,Saudi Arabia,0.05,1,Kg
Switzerland,Import,40900,Natural honey,2018,Nepal,0.03,5.50408,Kg
Switzerland,Import,40900,Natural honey,2019, World,36060.58,,
Switzerland,Import,40900,Natural honey,2019,Germany,12065.97,1912920,Kg
Switzerland,Import,40900,Natural honey,2019,Mexico,7099.98,2493330,Kg
Switzerland,Import,40900,Natural honey,2019,Argentina,3291.41,1317270,Kg
Switzerland,Import,40900,Natural honey,2019,Austria,3127.22,603929,Kg
Switzerland,Import,40900,Natural honey,2019,France,2565.9,263420,Kg
Switzerland,Import,40900,Natural honey,2019,Italy,1247.12,135105,Kg
Switzerland,Import,40900,Natural honey,2019,Cuba,1067.05,433929,Kg
Switzerland,Import,40900,Natural honey,2019,New Zealand,999.27,15834,Kg
Switzerland,Import,40900,Natural honey,2019,Spain,733.15,136677,Kg
Switzerland,Import,40900,Natural honey,2019,Chile,705.57,212403,Kg
Switzerland,Import,40900,Natural honey,2019,Ukraine,555.84,144023,Kg
Switzerland,Import,40900,Natural honey,2019,Hungary,479.4,71334,Kg
Switzerland,Import,40900,Natural honey,2019,Bulgaria,399.52,69255,Kg
Switzerland,Import,40900,Natural honey,2019,Guatemala,397.62,104701,Kg
Switzerland,Import,40900,Natural honey,2019,India,241.28,73000,Kg
Switzerland,Import,40900,Natural honey,2019,China,186.66,54064,Kg
Switzerland,Import,40900,Natural honey,2019,Greece,161.06,22309,Kg
Switzerland,Import,40900,Natural honey,2019,Romania,98.78,6196,Kg
Switzerland,Import,40900,Natural honey,2019,Portugal,95.38,23434,Kg
Switzerland,Import,40900,Natural honey,2019,Uruguay,88.75,34100,Kg
Switzerland,Import,40900,Natural honey,2019,Turkey,81.87,11149.9,Kg
Switzerland,Import,40900,Natural honey,2019,United Kingdom,69.77,,
Switzerland,Import,40900,Natural honey,2019,Croatia,68.88,8459,Kg
Switzerland,Import,40900,Natural honey,2019,United States,41.72,699,Kg
Switzerland,Import,40900,Natural honey,2019,Poland,34.98,13030,Kg
Switzerland,Import,40900,Natural honey,2019,Israel,27.81,2320,Kg
Switzerland,Import,40900,Natural honey,2019,Slovenia,20.56,2650,Kg
Switzerland,Import,40900,Natural honey,2019,Czech Republic,19.25,4708,Kg
Switzerland,Import,40900,Natural honey,2019,Netherlands,18.4,1815,Kg
Switzerland,Import,40900,Natural honey,2019,Nicaragua,17.77,6000,Kg
Switzerland,Import,40900,Natural honey,2019,Belgium,16.75,3172,Kg
Switzerland,Import,40900,Natural honey,2019,Brazil,12.46,3518,Kg
Switzerland,Import,40900,Natural honey,2019,Russian Federation,6.87,2322,Kg
Switzerland,Import,40900,Natural honey,2019,"Serbia, FR(Serbia/Montenegro)",5.13,1237,Kg
Switzerland,Import,40900,Natural honey,2019,Antigua and Barbuda,3.48,1167,Kg
Switzerland,Import,40900,Natural honey,2019,Australia,2.47,98,Kg
Switzerland,Import,40900,Natural honey,2019,Jordan,1.71,23,Kg
Switzerland,Import,40900,Natural honey,2019,Armenia,1.4,81,Kg
Switzerland,Import,40900,Natural honey,2019,Sweden,0.65,36.5154,Kg
Switzerland,Import,40900,Natural honey,2019,Finland,0.53,20,Kg
Switzerland,Import,40900,Natural honey,2019,Malaysia,0.27,18.6928,Kg
Switzerland,Import,40900,Natural honey,2019,Denmark,0.24,19,Kg
Switzerland,Import,40900,Natural honey,2019,Nepal,0.16,6,Kg
Switzerland,Import,40900,Natural honey,2019,United Arab Emirates,0.15,1,Kg
Switzerland,Import,40900,Natural honey,2019,Saudi Arabia,0.11,1,Kg
Switzerland,Import,40900,Natural honey,2019,"Egypt, Arab Rep.",0.1,22.8668,Kg
Switzerland,Import,40900,Natural honey,2019,Lebanon,0.06,1,Kg
Switzerland,Import,40900,Natural honey,2019,Singapore,0.05,1,Kg
Switzerland,Import,40900,Natural honey,2019,Benin,0.02,4.80204,Kg
Switzerland,Import,40900,Natural honey,2019,Tunisia,0.01,2,Kg
Switzerland,Import,40900,Natural honey,2019,Cambodia,0.01,2.28668,Kg
Switzerland,Import,40900,Natural honey,2019,"Hong Kong, China",0.01,1,Kg
Switzerland,Import,40900,Natural honey,2019,Norway,0,5,Kg
Switzerland,Import,40900,Natural honey,2019,Estonia,0,1,Kg
Switzerland,Import,40900,Natural honey,2020, World,37425.51,8098250,Kg
Switzerland,Import,40900,Natural honey,2020,Germany,14331.73,2300050,Kg
Switzerland,Import,40900,Natural honey,2020,Mexico,5592.86,2170170,Kg
Switzerland,Import,40900,Natural honey,2020,Austria,4109.19,794273,Kg
Switzerland,Import,40900,Natural honey,2020,France,2411.25,237003,Kg
Switzerland,Import,40900,Natural honey,2020,Argentina,2158.16,920687,Kg
Switzerland,Import,40900,Natural honey,2020,New Zealand,1463.13,20176,Kg
Switzerland,Import,40900,Natural honey,2020,Italy,1300.1,144340,Kg
Switzerland,Import,40900,Natural honey,2020,China,650.43,209218,Kg
Switzerland,Import,40900,Natural honey,2020,Hungary,526.48,70713,Kg
Switzerland,Import,40900,Natural honey,2020,Ukraine,501.23,195924,Kg
Switzerland,Import,40900,Natural honey,2020,Bulgaria,459.76,75572,Kg
Switzerland,Import,40900,Natural honey,2020,Guatemala,456.65,118500,Kg
Switzerland,Import,40900,Natural honey,2020,Spain,437.63,81106,Kg
Switzerland,Import,40900,Natural honey,2020,Cuba,437.34,184651,Kg
Switzerland,Import,40900,Natural honey,2020,Chile,432.39,125398,Kg
Switzerland,Import,40900,Natural honey,2020,Brazil,321.22,105883,Kg
Switzerland,Import,40900,Natural honey,2020,Uruguay,303.07,149029,Kg
Switzerland,Import,40900,Natural honey,2020,Greece,272.67,32491,Kg
Switzerland,Import,40900,Natural honey,2020,Romania,178.91,15548,Kg
Switzerland,Import,40900,Natural honey,2020,Netherlands,160.67,4142,Kg
Switzerland,Import,40900,Natural honey,2020,"Serbia, FR(Serbia/Montenegro)",111.38,24918.1,Kg
Switzerland,Import,40900,Natural honey,2020,"Hong Kong, China",102.96,13214,Kg
Switzerland,Import,40900,Natural honey,2020,Moldova,99.43,21300,Kg
Switzerland,Import,40900,Natural honey,2020,United Kingdom,91.98,3795,Kg
Switzerland,Import,40900,Natural honey,2020,Slovak Republic,76.64,13029,Kg
Switzerland,Import,40900,Natural honey,2020,Portugal,75.04,7241,Kg
Switzerland,Import,40900,Natural honey,2020,United States,70.57,1160,Kg
Switzerland,Import,40900,Natural honey,2020,Russian Federation,70.21,15935,Kg
Switzerland,Import,40900,Natural honey,2020,Turkey,53.48,3216,Kg
Switzerland,Import,40900,Natural honey,2020,India,41.47,22150,Kg
Switzerland,Import,40900,Natural honey,2020,Croatia,29.31,4040,Kg
Switzerland,Import,40900,Natural honey,2020,Australia,26.78,909,Kg
Switzerland,Import,40900,Natural honey,2020,Belgium,25.77,3692,Kg
Switzerland,Import,40900,Natural honey,2020,Antigua and Barbuda,15.63,5578,Kg
Switzerland,Import,40900,Natural honey,2020,Singapore,8.92,420,Kg
Switzerland,Import,40900,Natural honey,2020,Czech Republic,7.41,1759,Kg
Switzerland,Import,40900,Natural honey,2020,Poland,4.56,423,Kg
Switzerland,Import,40900,Natural honey,2020,Armenia,2.4,208,Kg
Switzerland,Import,40900,Natural honey,2020,Madagascar,1.96,71.845,Kg
Switzerland,Import,40900,Natural honey,2020,Sweden,1.04,31.5378,Kg
Switzerland,Import,40900,Natural honey,2020,Finland,0.82,36,Kg
Switzerland,Import,40900,Natural honey,2020,Kyrgyz Republic,0.62,100,Kg
Switzerland,Import,40900,Natural honey,2020,Israel,0.6,77.9229,Kg
Switzerland,Import,40900,Natural honey,2020,Norway,0.5,4,Kg
Switzerland,Import,40900,Natural honey,2020,Estonia,0.24,9,Kg
Switzerland,Import,40900,Natural honey,2020,Kuwait,0.22,2,Kg
Switzerland,Import,40900,Natural honey,2020,Nepal,0.16,13.1514,Kg
Switzerland,Import,40900,Natural honey,2020,Saudi Arabia,0.11,6.30713,Kg
Switzerland,Import,40900,Natural honey,2020,Cyprus,0.08,3,Kg
Switzerland,Import,40900,Natural honey,2020,United Arab Emirates,0.06,4,Kg
Switzerland,Import,40900,Natural honey,2020,Slovenia,0.06,11.8435,Kg
Switzerland,Import,40900,Natural honey,2020,Tunisia,0.04,4,Kg
Switzerland,Import,40900,Natural honey,2020,Oman,0.04,2,Kg
Switzerland,Import,40900,Natural honey,2020,"Other Asia, nes",0.03,2,Kg
Switzerland,Import,40900,Natural honey,2020,Malaysia,0.03,2,Kg
Switzerland,Import,40900,Natural honey,2020,Malawi,0.03,2,Kg
Switzerland,Import,40900,Natural honey,2020,Luxembourg,0.02,1,Kg
Switzerland,Import,40900,Natural honey,2020,Morocco,0.01,2.53784,Kg
Switzerland,Import,40900,Natural honey,2020,Colombia,0.01,1,Kg
Switzerland,Import,40900,Natural honey,2021, World,43422.74,8235070,Kg
Switzerland,Import,40900,Natural honey,2021,Germany,15324.78,2421880,Kg
Switzerland,Import,40900,Natural honey,2021,Mexico,7790,2147490,Kg
Switzerland,Import,40900,Natural honey,2021,Argentina,3478.35,1055590,Kg
Switzerland,Import,40900,Natural honey,2021,Austria,3422.74,649844,Kg
Switzerland,Import,40900,Natural honey,2021,France,2680.48,263920,Kg
Switzerland,Import,40900,Natural honey,2021,New Zealand,2198.95,28423,Kg
